,l,n_nodes,sim
5233,3,5,0.4677071733467426
5234,3,6,0.5204164998665333
5235,3,6,0.44721359549995787
5236,3,5,0.3952847075210474
5237,3,6,0.3818813079129867
5238,3,6,0.408248290463863
5239,3,6,0.47871355387816905
5240,3,6,0.42257712736425823
5241,3,6,0.44721359549995787
5242,3,5,0.3952847075210474
5243,3,6,0.4677071733467426
5244,3,6,0.4564354645876385
5245,3,6,0.42257712736425823
5246,3,6,0.3818813079129867
5247,3,5,0.4183300132670378
5248,3,6,0.40089186286863643
5249,3,6,0.4330127018922194
5250,3,6,0.4743416490252569
5251,3,6,0.4677071733467426
5252,3,6,0.35355339059327373
5253,3,5,0.5
5254,3,6,0.4330127018922194
5255,3,5,0.4330127018922194
5256,3,6,0.4432026302139591
5257,3,6,0.47871355387816905
5258,3,6,0.5244044240850758
5259,3,6,0.4330127018922194
5260,3,5,0.408248290463863
5261,3,4,0.35355339059327373
5262,3,6,0.42257712736425823
5263,3,6,0.4432026302139591
5264,3,6,0.3818813079129867
5265,3,4,0.6454972243679028
5266,3,6,0.4330127018922194
5267,3,5,0.44721359549995787
5268,3,6,0.5175491695067658
5269,3,6,0.5000000000000001
5270,3,5,0.4743416490252569
5271,3,5,0.44721359549995787
5272,3,6,0.48181205582971565
5273,3,6,0.40089186286863665
5274,3,6,0.408248290463863
5275,3,5,0.5
5276,3,6,0.5
5277,3,6,0.408248290463863
5278,3,6,0.3872983346207417
5279,3,6,0.4629100498862757
5280,3,6,0.35355339059327373
5281,3,4,0.5590169943749473
5282,3,5,0.4330127018922194
5283,3,5,0.5244044240850758
5284,3,6,0.4564354645876385
5285,3,5,0.5590169943749475
5286,3,6,0.40089186286863665
5287,3,6,0.4432026302139591
5288,3,6,0.375
5289,3,6,0.4629100498862757
5290,3,6,0.4743416490252569
5291,3,6,0.48181205582971565
5292,3,6,0.5204164998665332
5293,3,6,0.40089186286863665
5294,3,5,0.44721359549995787
5295,3,6,0.47871355387816905
5296,3,6,0.3952847075210474
5297,3,6,0.4564354645876385
5298,3,5,0.5
5299,3,4,0.408248290463863
5300,4,2,0.30618621784789735
5301,4,2,0.32274861218395134
5302,4,2,0.3952847075210474
5303,4,2,0.414578098794425
5304,4,2,0.30618621784789735
5305,4,2,0.375
5306,4,2,0.375
5307,4,2,0.5000000000000001
5308,4,2,0.3952847075210474
5309,4,2,0.375
5310,4,2,0.3952847075210474
5311,4,2,0.3952847075210474
5312,4,2,0.3818813079129867
5313,4,2,0.35355339059327373
5314,4,2,0.32274861218395134
5315,4,2,0.375
5316,4,2,0.375
5317,4,2,0.48412291827592724
5318,4,2,0.4677071733467426
5319,4,2,0.33071891388307373
5320,4,2,0.414578098794425
5321,4,2,0.4564354645876385
5322,4,2,0.408248290463863
5323,4,2,0.3952847075210474
5324,4,2,0.4330127018922194
5325,4,2,0.4506939094329987
5326,4,2,0.35355339059327373
5327,4,2,0.3952847075210474
5328,4,2,0.4330127018922194
5329,4,2,0.3818813079129867
5330,4,2,0.414578098794425
5331,4,2,0.4564354645876385
5332,4,2,0.28867513459481287
5333,4,2,0.5
5334,4,2,0.414578098794425
5335,4,2,0.3952847075210474
5336,4,2,0.4506939094329987
5337,4,2,0.47871355387816905
5338,4,2,0.35355339059327373
5339,4,2,0.35355339059327373
5340,4,2,0.47871355387816905
5341,4,1,0.5
5342,4,2,0.35355339059327373
5343,4,2,0.3818813079129867
5344,4,2,0.484122918275927
5345,4,2,0.2795084971874737
5346,4,2,0.4330127018922194
5347,4,2,0.4330127018922194
5348,4,2,0.33071891388307373
5349,4,2,0.375
5350,4,2,0.35355339059327373
5351,4,2,0.5
5352,4,2,0.35355339059327373
5353,4,2,0.3818813079129867
5354,4,2,0.30618621784789735
5355,4,2,0.3952847075210474
5356,4,2,0.375
5357,4,2,0.3818813079129867
5358,4,2,0.4677071733467427
5359,4,2,0.3952847075210474
5360,4,2,0.4330127018922194
5361,4,2,0.3952847075210474
5362,4,2,0.5
5363,4,2,0.30618621784789735
5364,4,2,0.375
5365,4,2,0.414578098794425
5366,4,2,0.414578098794425
5367,4,2,0.35355339059327373
5368,4,2,0.375
5369,4,2,0.35355339059327373
5370,4,2,0.5
5371,4,2,0.32274861218395134
5372,4,2,0.414578098794425
5373,4,2,0.3952847075210474
5374,4,2,0.375
5375,4,2,0.35355339059327373
5376,4,2,0.4506939094329987
5377,4,2,0.33071891388307373
5378,4,2,0.35355339059327373
5379,4,2,0.3952847075210474
5380,4,2,0.375
5381,4,2,0.3952847075210474
5382,4,2,0.4677071733467427
5383,4,2,0.33071891388307373
5384,4,2,0.3818813079129867
5385,4,2,0.414578098794425
5386,4,2,0.4330127018922194
5387,4,2,0.3952847075210474
5388,4,2,0.47871355387816905
5389,4,2,0.414578098794425
5390,4,2,0.4330127018922194
5391,4,2,0.4330127018922194
5392,4,2,0.35355339059327373
5393,4,2,0.3818813079129867
5394,4,2,0.4330127018922194
5395,4,2,0.414578098794425
5396,4,2,0.3952847075210474
5397,4,2,0.3952847075210474
5398,4,2,0.414578098794425
5399,4,2,0.32274861218395134
5400,5,2,0.414578098794425
5401,5,2,0.4677071733467426
5402,5,2,0.35355339059327373
5403,5,2,0.35355339059327373
5404,5,2,0.4506939094329987
5405,5,2,0.3952847075210474
5406,5,1,0.35355339059327373
5407,5,2,0.25
5408,5,2,0.30618621784789735
5409,5,2,0.35355339059327373
5410,5,2,0.4330127018922194
5411,5,2,0.4330127018922194
5412,5,2,0.33071891388307373
5413,5,2,0.5
5414,5,2,0.375
5415,5,2,0.414578098794425
5416,5,2,0.3952847075210474
5417,5,2,0.414578098794425
5418,5,2,0.48412291827592724
5419,5,2,0.33071891388307373
5420,5,2,0.375
5421,5,2,0.35355339059327373
5422,5,2,0.48412291827592724
5423,5,2,0.33071891388307373
5424,5,2,0.414578098794425
5425,5,2,0.5
5426,5,2,0.3952847075210474
5427,5,2,0.35355339059327373
5428,5,2,0.375
5429,5,2,0.3952847075210474
5430,5,2,0.414578098794425
5431,5,2,0.4330127018922194
5432,5,2,0.4506939094329987
5433,5,2,0.30618621784789735
5434,5,2,0.4677071733467427
5435,5,2,0.3952847075210474
5436,5,2,0.5
5437,5,2,0.375
5438,5,2,0.25
5439,5,2,0.414578098794425
5440,5,2,0.30618621784789724
5441,5,2,0.375
5442,5,2,0.25
5443,5,2,0.414578098794425
5444,5,2,0.375
5445,5,2,0.414578098794425
5446,5,2,0.33071891388307373
5447,5,2,0.4677071733467427
5448,5,2,0.4330127018922194
5449,5,2,0.30618621784789735
5450,5,2,0.375
5451,5,2,0.375
5452,5,2,0.414578098794425
5453,5,2,0.30618621784789735
5454,5,2,0.375
5455,5,2,0.35355339059327373
5456,5,2,0.35355339059327373
5457,5,2,0.2165063509461097
5458,5,2,0.35355339059327373
5459,5,2,0.3952847075210474
5460,5,2,0.2795084971874737
5461,5,2,0.414578098794425
5462,5,2,0.375
5463,5,2,0.3952847075210474
5464,5,2,0.30618621784789735
5465,5,1,0.5590169943749475
5466,5,2,0.3952847075210474
5467,5,2,0.3952847075210474
5468,5,2,0.414578098794425
5469,5,2,0.30618621784789735
5470,5,2,0.33071891388307373
5471,5,2,0.4330127018922194
5472,5,2,0.375
5473,5,2,0.33071891388307384
5474,5,2,0.33071891388307373
5475,5,2,0.4330127018922194
5476,5,2,0.414578098794425
5477,5,2,0.3952847075210474
5478,5,2,0.35355339059327373
5479,5,2,0.4330127018922194
5480,5,2,0.30618621784789735
5481,5,2,0.4677071733467426
5482,5,2,0.33071891388307373
5483,5,2,0.375
5484,5,2,0.33071891388307373
5485,5,2,0.33071891388307384
5486,5,2,0.35355339059327373
5487,5,2,0.3952847075210474
5488,5,2,0.3952847075210474
5489,5,2,0.35355339059327373
5490,5,2,0.30618621784789735
5491,5,2,0.3952847075210474
5492,5,2,0.25
5493,5,2,0.35355339059327373
5494,5,2,0.414578098794425
5495,5,2,0.375
5496,5,2,0.30618621784789735
5497,5,2,0.4677071733467426
5498,5,2,0.4330127018922194
5499,5,2,0.414578098794425
5500,6,0,0.414578098794425
5501,6,0,0.3952847075210474
5502,6,0,0.33071891388307384
5503,6,0,0.375
5504,6,0,0.414578098794425
5505,6,0,0.35355339059327373
5506,6,0,0.35355339059327373
5507,6,0,0.33071891388307373
5508,6,0,0.375
5509,6,0,0.33071891388307373
5510,6,0,0.33071891388307384
5511,6,0,0.4330127018922194
5512,6,0,0.33071891388307373
5513,6,0,0.25
5514,6,0,0.35355339059327373
5515,6,0,0.4677071733467426
5516,6,0,0.375
5517,6,0,0.414578098794425
5518,6,0,0.4677071733467426
5519,6,0,0.414578098794425
5520,6,0,0.33071891388307373
5521,6,0,0.375
5522,6,0,0.35355339059327373
5523,6,0,0.375
5524,6,0,0.3952847075210474
5525,6,0,0.3952847075210474
5526,6,0,0.4677071733467426
5527,6,0,0.375
5528,6,0,0.375
5529,6,0,0.2795084971874737
5530,6,0,0.2795084971874737
5531,6,0,0.33071891388307384
5532,6,0,0.4677071733467426
5533,6,0,0.375
5534,6,0,0.30618621784789735
5535,6,0,0.414578098794425
5536,6,0,0.2795084971874737
5537,6,0,0.4330127018922194
5538,6,0,0.4506939094329987
5539,6,0,0.3952847075210474
5540,6,0,0.3952847075210474
5541,6,0,0.33071891388307373
5542,6,0,0.414578098794425
5543,6,0,0.5153882032022076
5544,6,0,0.2165063509461097
5545,6,0,0.4330127018922194
5546,6,0,0.4330127018922194
5547,6,0,0.4330127018922194
5548,6,0,0.3952847075210474
5549,6,0,0.414578098794425
5550,6,0,0.4506939094329987
5551,6,0,0.4330127018922194
5552,6,0,0.35355339059327373
5553,6,0,0.414578098794425
5554,6,0,0.4677071733467427
5555,6,0,0.3952847075210474
5556,6,0,0.33071891388307373
5557,6,0,0.3952847075210474
5558,6,0,0.33071891388307384
5559,6,0,0.414578098794425
5560,6,0,0.17677669529663687
5561,6,0,0.35355339059327373
5562,6,0,0.33071891388307384
5563,6,0,0.35355339059327373
5564,6,0,0.35355339059327373
5565,6,0,0.4330127018922194
5566,6,0,0.30618621784789735
5567,6,0,0.375
5568,6,0,0.2795084971874737
5569,6,0,0.2795084971874737
5570,6,0,0.4506939094329987
5571,6,0,0.30618621784789735
5572,6,0,0.414578098794425
5573,6,0,0.2795084971874737
5574,6,0,0.33071891388307373
5575,6,0,0.414578098794425
5576,6,0,0.3952847075210474
5577,6,0,0.35355339059327373
5578,6,0,0.4677071733467426
5579,6,0,0.33071891388307373
5580,6,0,0.414578098794425
5581,6,0,0.35355339059327373
5582,6,0,0.3952847075210474
5583,6,0,0.2165063509461097
5584,6,0,0.2795084971874737
5585,6,0,0.375
5586,6,0,0.30618621784789735
5587,6,0,0.3952847075210474
5588,6,0,0.4677071733467427
5589,6,0,0.4677071733467426
5590,6,0,0.414578098794425
5591,6,0,0.3952847075210474
5592,6,0,0.5303300858899106
5593,6,0,0.35355339059327373
5594,6,0,0.30618621784789735
5595,6,0,0.3952847075210474
5596,6,0,0.4330127018922194
5597,6,0,0.4677071733467426
5598,6,0,0.33071891388307373
5599,6,0,0.2795084971874737
5600,0,35,1.0
5601,0,31,1.0
5602,0,37,1.0000000000000002
5603,0,23,1.0000000000000002
5604,0,32,1.0000000000000002
5605,0,37,1.0
5606,0,25,1.0
5607,0,35,1.0
5608,0,28,1.0
5609,0,38,1.0
5610,0,29,1.0
5611,0,33,1.0
5612,0,29,1.0
5613,0,26,1.0
5614,0,29,1.0000000000000002
5615,0,27,1.0
5616,0,32,1.0
5617,0,28,1.0
5618,0,39,1.0
5619,0,36,1.0
5620,0,34,1.0000000000000002
5621,0,24,1.0
5622,0,19,0.9999999999999999
5623,0,30,1.0
5624,0,26,1.0
5625,0,27,1.0
5626,0,35,1.0
5627,0,28,1.0
5628,0,32,1.0
5629,0,32,1.0
5630,0,22,1.0
5631,0,35,1.0
5632,0,36,1.0000000000000002
5633,0,27,1.0
5634,0,28,1.0
5635,0,33,1.0
5636,0,29,1.0
5637,0,25,1.0
5638,0,16,1.0
5639,0,30,1.0000000000000002
5640,0,28,1.0000000000000002
5641,0,33,0.9999999999999998
5642,0,37,1.0
5643,0,28,1.0000000000000002
5644,0,33,1.0
5645,0,36,1.0
5646,0,17,1.0
5647,0,24,1.0000000000000002
5648,0,33,1.0000000000000002
5649,0,40,1.0
5650,0,23,1.0
5651,0,29,1.0
5652,0,28,1.0
5653,0,31,1.0
5654,0,30,1.0000000000000002
5655,0,40,1.0
5656,0,42,1.0000000000000002
5657,0,34,1.0000000000000002
5658,0,24,1.0000000000000002
5659,0,33,1.0
5660,0,28,1.0000000000000002
5661,0,25,1.0
5662,0,32,1.0000000000000002
5663,0,33,1.0
5664,0,26,1.0000000000000002
5665,0,42,0.9999999999999999
5666,0,16,1.0
5667,0,24,1.0
5668,0,25,1.0
5669,0,24,1.0
5670,0,25,1.0000000000000002
5671,0,32,1.0
5672,0,25,1.0
5673,0,29,1.0000000000000002
5674,0,27,1.0
5675,0,21,0.9999999999999999
5676,0,33,1.0
5677,0,32,1.0
5678,0,26,1.0
5679,0,28,1.0
5680,0,33,1.0
5681,0,34,1.0000000000000002
5682,0,29,1.0000000000000002
5683,0,28,1.0
5684,0,30,1.0
5685,0,37,1.0000000000000002
5686,0,21,1.0
5687,0,22,1.0
5688,0,26,0.9999999999999999
5689,0,33,1.0
5690,0,31,1.0000000000000002
5691,0,28,1.0
5692,0,27,1.0
5693,0,27,1.0000000000000002
5694,0,33,1.0
5695,0,25,0.9999999999999999
5696,0,33,1.0000000000000002
5697,0,27,1.0000000000000002
5698,0,32,1.0000000000000002
5699,0,31,1.0000000000000002
5700,1,17,0.7071067811865476
5701,1,22,0.7453559924999298
5702,1,21,0.7416198487095663
5703,1,20,0.7071067811865476
5704,1,22,0.7071067811865476
5705,1,26,0.7637626158259734
5706,1,22,0.7071067811865475
5707,1,24,0.7071067811865475
5708,1,20,0.7071067811865475
5709,1,15,0.7637626158259733
5710,1,20,0.7453559924999299
5711,1,18,0.7071067811865475
5712,1,16,0.7071067811865474
5713,1,17,0.7071067811865476
5714,1,21,0.7071067811865476
5715,1,24,0.7385489458759964
5716,1,25,0.7637626158259734
5717,1,25,0.7071067811865476
5718,1,21,0.7453559924999298
5719,1,20,0.7071067811865476
5720,1,17,0.7453559924999298
5721,1,24,0.7071067811865476
5722,1,20,0.75
5723,1,23,0.7071067811865476
5724,1,22,0.7416198487095663
5725,1,19,0.8017837257372733
5726,1,23,0.7359800721939873
5727,1,19,0.7416198487095663
5728,1,19,0.7453559924999299
5729,1,22,0.7071067811865475
5730,1,17,0.7559289460184545
5731,1,19,0.7416198487095663
5732,1,14,0.7637626158259733
5733,1,24,0.7337993857053426
5734,1,21,0.7416198487095663
5735,1,24,0.7071067811865476
5736,1,19,0.75
5737,1,24,0.7687061147858073
5738,1,21,0.7071067811865476
5739,1,24,0.7687061147858073
5740,1,25,0.7559289460184545
5741,1,22,0.7637626158259734
5742,1,26,0.7359800721939874
5743,1,25,0.7595545253127501
5744,1,17,0.7071067811865476
5745,1,17,0.75
5746,1,16,0.7637626158259733
5747,1,26,0.7071067811865476
5748,1,8,1.0
5749,1,13,0.7071067811865475
5750,1,19,0.7071067811865476
5751,1,17,0.7817359599705718
5752,1,22,0.7337993857053429
5753,1,20,0.7745966692414835
5754,1,22,0.7416198487095663
5755,1,21,0.7817359599705718
5756,1,25,0.7071067811865476
5757,1,23,0.7637626158259734
5758,1,22,0.7071067811865476
5759,1,20,0.7745966692414833
5760,1,23,0.7071067811865476
5761,1,20,0.7385489458759964
5762,1,23,0.7071067811865475
5763,1,13,0.7071067811865476
5764,1,13,0.7071067811865476
5765,1,22,0.7416198487095663
5766,1,16,0.7071067811865476
5767,1,15,0.7071067811865476
5768,1,20,0.7071067811865475
5769,1,20,0.7687061147858074
5770,1,28,0.777986605215499
5771,1,13,0.7905694150420948
5772,1,19,0.7071067811865474
5773,1,9,0.7071067811865475
5774,1,21,0.75
5775,1,15,0.7071067811865476
5776,1,19,0.7559289460184545
5777,1,23,0.7687061147858075
5778,1,27,0.7453559924999299
5779,1,24,0.7337993857053429
5780,1,25,0.7337993857053429
5781,1,15,0.7071067811865476
5782,1,21,0.7071067811865476
5783,1,17,0.75
5784,1,20,0.8062257748298549
5785,1,17,0.7071067811865476
5786,1,19,0.7071067811865475
5787,1,26,0.7595545253127501
5788,1,22,0.7559289460184543
5789,1,23,0.7319250547113999
5790,1,16,0.7745966692414833
5791,1,21,0.7337993857053429
5792,1,22,0.7071067811865476
5793,1,18,0.7559289460184543
5794,1,20,0.7071067811865475
5795,1,20,0.7071067811865476
5796,1,18,0.7071067811865476
5797,1,17,0.7559289460184543
5798,1,18,0.7071067811865475
5799,1,19,0.7385489458759964
5800,2,12,0.5
5801,2,13,0.5270462766947298
5802,2,13,0.547722557505166
5803,2,11,0.5477225575051661
5804,2,12,0.5773502691896257
5805,2,12,0.5863019699779287
5806,2,13,0.6009252125773316
5807,2,14,0.5244044240850758
5808,2,10,0.5669467095138409
5809,2,14,0.5244044240850758
5810,2,14,0.6123724356957946
5811,2,11,0.5773502691896257
5812,2,13,0.5270462766947299
5813,2,13,0.5270462766947298
5814,2,10,0.5345224838248488
5815,2,13,0.5303300858899106
5816,2,11,0.6123724356957945
5817,2,10,0.6123724356957945
5818,2,11,0.5
5819,2,12,0.5303300858899106
5820,2,12,0.6123724356957945
5821,2,12,0.5669467095138409
5822,2,13,0.5916079783099616
5823,2,13,0.6030226891555273
5824,2,13,0.5976143046671968
5825,2,13,0.5477225575051662
5826,2,13,0.5270462766947298
5827,2,12,0.5590169943749475
5828,2,13,0.5700877125495689
5829,2,12,0.6846531968814576
5830,2,12,0.5345224838248488
5831,2,10,0.6324555320336759
5832,2,13,0.5916079783099616
5833,2,13,0.5951190357119042
5834,2,10,0.6123724356957945
5835,2,12,0.5477225575051661
5836,2,12,0.5838742081211422
5837,2,9,0.5
5838,2,13,0.6614378277661477
5839,2,12,0.7071067811865475
5840,2,14,0.5400617248673216
5841,2,14,0.6030226891555273
5842,2,8,0.7071067811865475
5843,2,13,0.5244044240850758
5844,2,12,0.6009252125773316
5845,2,12,0.5669467095138409
5846,2,12,0.5303300858899106
5847,2,13,0.5477225575051661
5848,2,12,0.5590169943749475
5849,2,13,0.5590169943749475
5850,2,12,0.5
5851,2,11,0.5400617248673217
5852,2,13,0.5590169943749475
5853,2,9,0.6324555320336759
5854,2,12,0.5270462766947298
5855,2,14,0.5700877125495689
5856,2,12,0.6030226891555274
5857,2,11,0.5527707983925666
5858,2,14,0.5916079783099616
5859,2,12,0.5270462766947298
5860,2,11,0.5669467095138409
5861,2,12,0.5345224838248488
5862,2,11,0.5669467095138409
5863,2,12,0.5863019699779287
5864,2,11,0.5669467095138409
5865,2,9,0.5976143046671968
5866,2,12,0.5669467095138409
5867,2,14,0.5700877125495689
5868,2,13,0.5590169943749475
5869,2,12,0.5669467095138409
5870,2,13,0.5863019699779287
5871,2,10,0.6267831705280087
5872,2,12,0.5863019699779287
5873,2,12,0.5244044240850758
5874,2,11,0.5345224838248487
5875,2,14,0.5547001962252293
5876,2,13,0.5477225575051661
5877,2,11,0.5303300858899106
5878,2,13,0.5863019699779287
5879,2,12,0.5303300858899106
5880,2,10,0.5
5881,2,10,0.6454972243679028
5882,2,9,0.5477225575051661
5883,2,14,0.5527707983925666
5884,2,11,0.5773502691896257
5885,2,12,0.5773502691896257
5886,2,13,0.6123724356957946
5887,2,13,0.5303300858899106
5888,2,11,0.5303300858899106
5889,2,9,0.5669467095138409
5890,2,14,0.543557306504609
5891,2,9,0.5590169943749473
5892,2,11,0.5400617248673217
5893,2,13,0.5916079783099616
5894,2,9,0.6123724356957944
5895,2,14,0.5883484054145519
5896,2,12,0.5527707983925666
5897,2,13,0.5527707983925667
5898,2,12,0.5773502691896257
5899,2,14,0.5547001962252291
5900,3,6,0.4564354645876385
5901,3,6,0.408248290463863
5902,3,5,0.4677071733467426
5903,3,6,0.42257712736425823
5904,3,6,0.4330127018922194
5905,3,6,0.4564354645876385
5906,3,6,0.4564354645876385
5907,3,5,0.44721359549995787
5908,3,6,0.5000000000000001
5909,3,6,0.44721359549995787
5910,3,6,0.408248290463863
5911,3,5,0.4183300132670378
5912,3,6,0.47871355387816905
5913,3,5,0.4743416490252569
5914,3,5,0.5303300858899106
5915,3,6,0.4629100498862757
5916,3,6,0.5244044240850758
5917,3,6,0.42257712736425823
5918,3,5,0.5
5919,3,6,0.40089186286863665
5920,3,6,0.5400617248673217
5921,3,6,0.5863019699779287
5922,3,6,0.3872983346207417
5923,3,6,0.4506939094329987
5924,3,6,0.408248290463863
5925,3,6,0.42257712736425823
5926,3,3,0.6373774391990982
5927,3,6,0.47871355387816905
5928,3,6,0.4564354645876385
5929,3,5,0.4743416490252569
5930,3,5,0.4743416490252569
5931,3,6,0.4432026302139591
5932,3,5,0.3872983346207417
5933,3,5,0.4564354645876385
5934,3,6,0.35355339059327373
5935,3,6,0.4677071733467426
5936,3,6,0.408248290463863
5937,3,6,0.5204164998665333
5938,3,5,0.5
5939,3,6,0.4564354645876385
5940,3,5,0.4677071733467426
5941,3,6,0.44721359549995787
5942,3,6,0.5303300858899106
5943,3,6,0.4629100498862757
5944,3,6,0.4564354645876385
5945,3,6,0.4677071733467427
5946,3,6,0.40089186286863665
5947,3,6,0.4564354645876385
5948,3,6,0.4677071733467427
5949,3,5,0.3952847075210474
5950,3,6,0.35355339059327373
5951,3,6,0.5400617248673217
5952,3,6,0.4564354645876385
5953,3,6,0.4629100498862757
5954,3,6,0.566946709513841
5955,3,6,0.40089186286863643
5956,3,6,0.4432026302139591
5957,3,6,0.3952847075210474
5958,3,6,0.3779644730092273
5959,3,6,0.5204164998665333
5960,3,5,0.4743416490252569
5961,3,6,0.42257712736425823
5962,3,6,0.4743416490252569
5963,3,6,0.3952847075210474
5964,3,6,0.47871355387816905
5965,3,6,0.40089186286863643
5966,3,5,0.41833001326703767
5967,3,6,0.4629100498862757
5968,3,4,0.35355339059327373
5969,3,6,0.35355339059327373
5970,3,6,0.4629100498862757
5971,3,6,0.4677071733467426
5972,3,6,0.40089186286863643
5973,3,4,0.35355339059327373
5974,3,6,0.4432026302139591
5975,3,6,0.4564354645876385
5976,3,6,0.4330127018922194
5977,3,6,0.484122918275927
5978,3,6,0.4432026302139591
5979,3,6,0.42257712736425823
5980,3,6,0.5000000000000001
5981,3,5,0.4183300132670378
5982,3,6,0.42257712736425823
5983,3,6,0.3872983346207417
5984,3,5,0.408248290463863
5985,3,6,0.5175491695067658
5986,3,6,0.48412291827592724
5987,3,6,0.44721359549995787
5988,3,5,0.4330127018922194
5989,3,6,0.5
5990,3,6,0.4564354645876385
5991,3,6,0.5
5992,3,6,0.4432026302139591
5993,3,6,0.5
5994,3,6,0.47871355387816905
5995,3,5,0.4330127018922194
5996,3,6,0.5204164998665332
5997,3,6,0.5345224838248488
5998,3,6,0.4743416490252569
5999,3,6,0.4564354645876385
6000,4,2,0.5951190357119042
6001,4,2,0.35355339059327373
6002,4,2,0.35355339059327373
6003,4,2,0.3952847075210474
6004,4,2,0.414578098794425
6005,4,2,0.3952847075210474
6006,4,2,0.4330127018922194
6007,4,2,0.375
6008,4,2,0.414578098794425
6009,4,2,0.414578098794425
6010,4,2,0.414578098794425
6011,4,2,0.33071891388307373
6012,4,2,0.4330127018922194
6013,4,2,0.48412291827592724
6014,4,2,0.3952847075210474
6015,4,2,0.3952847075210474
6016,4,2,0.414578098794425
6017,4,2,0.4564354645876385
6018,4,2,0.4564354645876385
6019,4,2,0.33071891388307384
6020,4,2,0.375
6021,4,2,0.35355339059327373
6022,4,2,0.4330127018922194
6023,4,2,0.414578098794425
6024,4,2,0.4330127018922194
6025,4,2,0.4330127018922194
6026,4,2,0.408248290463863
6027,4,2,0.4677071733467426
6028,4,2,0.5
6029,4,2,0.375
6030,4,2,0.35355339059327373
6031,4,2,0.408248290463863
6032,4,2,0.4330127018922194
6033,4,2,0.4506939094329987
6034,4,2,0.3952847075210474
6035,4,2,0.3952847075210474
6036,4,2,0.4330127018922194
6037,4,2,0.4330127018922194
6038,4,2,0.35355339059327373
6039,4,2,0.484122918275927
6040,4,2,0.375
6041,4,2,0.5
6042,4,2,0.4677071733467426
6043,4,2,0.375
6044,4,2,0.5000000000000001
6045,4,2,0.375
6046,4,2,0.3818813079129867
6047,4,2,0.4330127018922194
6048,4,2,0.414578098794425
6049,4,2,0.5448623679425842
6050,4,2,0.5
6051,4,2,0.4564354645876385
6052,4,2,0.3952847075210474
6053,4,2,0.4330127018922194
6054,4,2,0.408248290463863
6055,4,2,0.4330127018922194
6056,4,2,0.3818813079129867
6057,4,2,0.4330127018922194
6058,4,1,0.3952847075210474
6059,4,2,0.35355339059327373
6060,4,2,0.375
6061,4,2,0.5
6062,4,2,0.4330127018922194
6063,4,2,0.32274861218395134
6064,4,2,0.4330127018922194
6065,4,2,0.47871355387816905
6066,4,2,0.4677071733467426
6067,4,2,0.414578098794425
6068,4,2,0.375
6069,4,2,0.3952847075210474
6070,4,2,0.408248290463863
6071,4,2,0.414578098794425
6072,4,2,0.484122918275927
6073,4,2,0.414578098794425
6074,4,2,0.28867513459481287
6075,4,2,0.4330127018922194
6076,4,2,0.3952847075210474
6077,4,2,0.414578098794425
6078,4,2,0.484122918275927
6079,4,2,0.4506939094329987
6080,4,2,0.35355339059327373
6081,4,2,0.57282196186948
6082,4,2,0.414578098794425
6083,4,2,0.375
6084,4,2,0.375
6085,4,2,0.4330127018922194
6086,4,2,0.375
6087,4,2,0.375
6088,4,2,0.3952847075210474
6089,4,2,0.3952847075210474
6090,4,2,0.375
6091,4,2,0.3952847075210474
6092,4,2,0.28867513459481287
6093,4,2,0.33071891388307384
6094,4,2,0.408248290463863
6095,4,2,0.4677071733467427
6096,4,2,0.4330127018922194
6097,4,2,0.484122918275927
6098,4,2,0.414578098794425
6099,4,2,0.4677071733467427
6100,5,2,0.3952847075210474
6101,5,2,0.33071891388307384
6102,5,2,0.48412291827592724
6103,5,2,0.4330127018922194
6104,5,2,0.4677071733467427
6105,5,2,0.4330127018922194
6106,5,2,0.375
6107,5,2,0.414578098794425
6108,5,2,0.35355339059327373
6109,5,2,0.4506939094329987
6110,5,2,0.35355339059327373
6111,5,2,0.33071891388307384
6112,5,2,0.4506939094329987
6113,5,2,0.4330127018922194
6114,5,2,0.30618621784789735
6115,5,2,0.4506939094329987
6116,5,2,0.414578098794425
6117,5,2,0.4677071733467427
6118,5,2,0.4677071733467427
6119,5,2,0.4330127018922194
6120,5,2,0.30618621784789735
6121,5,2,0.35355339059327373
6122,5,2,0.4330127018922194
6123,5,2,0.375
6124,5,2,0.3952847075210474
6125,5,2,0.4506939094329987
6126,5,2,0.414578098794425
6127,5,2,0.414578098794425
6128,5,2,0.4506939094329987
6129,5,2,0.4677071733467427
6130,5,2,0.4677071733467427
6131,5,2,0.414578098794425
6132,5,2,0.375
6133,5,2,0.33071891388307384
6134,5,2,0.3952847075210474
6135,5,2,0.33071891388307373
6136,5,2,0.414578098794425
6137,5,2,0.414578098794425
6138,5,2,0.375
6139,5,2,0.3952847075210474
6140,5,2,0.35355339059327373
6141,5,2,0.3952847075210474
6142,5,2,0.3952847075210474
6143,5,2,0.375
6144,5,2,0.4330127018922194
6145,5,2,0.414578098794425
6146,5,2,0.375
6147,5,2,0.4330127018922194
6148,5,2,0.3952847075210474
6149,5,2,0.484122918275927
6150,5,2,0.33071891388307373
6151,5,2,0.35355339059327373
6152,5,2,0.35355339059327373
6153,5,2,0.33071891388307373
6154,5,2,0.3952847075210474
6155,5,2,0.30618621784789735
6156,5,2,0.4506939094329987
6157,5,2,0.4506939094329987
6158,5,2,0.3952847075210474
6159,5,2,0.375
6160,5,2,0.35355339059327373
